"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneLocus","geneType","geneSymbol"
NA,5,1,7,"Rv3368c","CDS","Rv3368c"
1,1,NA,5,"Rv3369","CDS","Rv3369"
NA,19,2,44,"Rv3370c","CDS","dnaE2"
2,13,1,15,"Rv3371","CDS","Rv3371"
NA,12,1,9,"Rv3372","CDS","otsB2"
NA,1,2,6,"Rv3373","CDS","echA18"
NA,1,2,NA,"Rv3374","CDS","echA18.1"
1,11,NA,22,"Rv3375","CDS","amiD"
1,NA,5,1,"Rv3376","CDS","Rv3376"
6,3,4,4,"Rv3377c","CDS","Rv3377c"
5,4,1,3,"Rv3378c","CDS","Rv3378c"
4,19,8,11,"Rv3379c","CDS","dxs2"
1,5,4,6,"Rv3380c","CDS","Rv3380c"
NA,1,1,2,"Rv3381c","CDS","Rv3381c"
1,7,2,12,"Rv3382c","CDS","lytB1"
4,2,2,4,"Rv3383c","CDS","idsB"
NA,NA,2,2,"Rv3384c","CDS","vapC46"
NA,2,1,5,"Rv3385c","CDS","vapB46"
NA,3,1,10,"Rv3386","CDS","Rv3386"
NA,4,3,3,"Rv3387","CDS","Rv3387"
NA,4,1,4,"Rv3388","CDS","PE_PGRS52"
NA,4,NA,16,"Rv3389c","CDS","htdY"
NA,5,3,6,"Rv3390","CDS","lpqD"
NA,15,3,23,"Rv3391","CDS","acrA1"
NA,6,NA,6,"Rv3392c","CDS","cmaA1"
NA,7,1,12,"Rv3393","CDS","iunH"
1,9,NA,29,"Rv3394c","CDS","Rv3394c"
1,3,2,4,"Rv3395A","CDS","Rv3395A"
NA,4,1,7,"Rv3395c","CDS","Rv3395c"
2,6,1,22,"Rv3396c","CDS","guaA"
NA,4,1,9,"Rv3397c","CDS","phyA"
2,8,3,6,"Rv3398c","CDS","idsA1"
2,8,3,6,"Rv3399","CDS","Rv3399"
1,5,NA,5,"Rv3400","CDS","Rv3400"
NA,12,4,24,"Rv3401","CDS","Rv3401"
1,5,6,11,"Rv3402c","CDS","Rv3402c"
2,12,4,11,"Rv3403c","CDS","Rv3403c"
NA,5,NA,6,"Rv3404c","CDS","Rv3404c"
1,5,1,2,"Rv3405c","CDS","Rv3405c"
NA,6,NA,11,"Rv3406","CDS","Rv3406"
NA,NA,1,3,"Rv3407","CDS","vapB47"
NA,2,1,3,"Rv3408","CDS","vapC47"
3,9,1,30,"Rv3409c","CDS","choD"
NA,3,1,17,"Rv3410c","CDS","guaB3"
1,10,1,14,"Rv3411c","CDS","guaB2"
1,4,1,8,"Rv3412","CDS","Rv3412"
3,9,3,18,"Rv3413c","CDS","Rv3413c"
1,1,1,7,"Rv3414c","CDS","sigD"
1,NA,NA,10,"Rv3415c","CDS","Rv3415c"
NA,4,1,2,"Rv3416","CDS","whiB3"
1,4,2,8,"Rv3417c","CDS","groEL1"
2,NA,1,2,"Rv3418c","CDS","groES"
NA,9,1,11,"Rv3419c","CDS","gcp"
NA,2,NA,7,"Rv3420c","CDS","rimI"
NA,4,1,13,"Rv3421c","CDS","Rv3421c"
NA,NA,NA,8,"Rv3422c","CDS","Rv3422c"
2,7,2,12,"Rv3423c","CDS","alr"
3,5,2,4,"Rv3424c","CDS","Rv3424c"
NA,2,3,4,"Rv3425","CDS","PPE57"
1,2,5,8,"Rv3426","CDS","PPE58"
NA,6,NA,6,"Rv3427c","CDS","Rv3427c"
1,7,2,15,"Rv3428c","CDS","Rv3428c"
NA,2,3,4,"Rv3429","CDS","PPE59"
NA,8,4,12,"Rv3430c","CDS","Rv3430c"
3,2,NA,3,"Rv3431c","CDS","Rv3431c"
NA,13,NA,15,"Rv3432c","CDS","gadB"
NA,13,NA,17,"Rv3433c","CDS","Rv3433c"
NA,1,NA,7,"Rv3434c","CDS","Rv3434c"
5,5,1,11,"Rv3435c","CDS","Rv3435c"
NA,11,1,13,"Rv3436c","CDS","glmS"
NA,4,5,6,"Rv3437","CDS","Rv3437"
3,7,6,8,"Rv3438","CDS","Rv3438"
6,9,3,35,"Rv3439c","CDS","Rv3439c"
NA,1,NA,NA,"Rv3440c","CDS","Rv3440c"
NA,6,NA,11,"Rv3441c","CDS","mrsA"
NA,6,3,5,"Rv3442c","CDS","rpsI"
NA,6,NA,5,"Rv3443c","CDS","rplM"
NA,1,NA,1,"Rv3444c","CDS","esxT"
NA,NA,NA,3,"Rv3445c","CDS","esxU"
3,8,3,13,"Rv3446c","CDS","Rv3446c"
3,21,7,61,"Rv3447c","CDS","eccC4"
2,12,4,8,"Rv3448","CDS","eccD4"
1,10,2,24,"Rv3449","CDS","mycP4"
NA,10,5,30,"Rv3450c","CDS","eccB4"
2,8,1,12,"Rv3451","CDS","cut3"
2,5,4,8,"Rv3452","CDS","cut4"
NA,1,1,5,"Rv3453","CDS","Rv3453"
2,9,3,12,"Rv3454","CDS","Rv3454"
NA,4,2,8,"Rv3455c","CDS","truA"
4,5,NA,5,"Rv3456c","CDS","rplQ"
NA,5,1,14,"Rv3457c","CDS","rpoA"
NA,6,1,4,"Rv3458c","CDS","rpsD"
NA,3,2,6,"Rv3459c","CDS","rpsK"
NA,1,NA,2,"Rv3460c","CDS","rpsM"
NA,NA,NA,3,"Rv3461c","CDS","rpmJ"
NA,4,NA,NA,"Rv3462c","CDS","infA"
2,8,2,7,"Rv3463","CDS","Rv3463"
1,2,3,7,"Rv3464","CDS","rmlB"
NA,4,NA,7,"Rv3465","CDS","rmlC"
6,3,7,5,"Rv3466","CDS","Rv3466"
NA,17,2,3,"Rv3467","CDS","Rv3467"
2,6,NA,12,"Rv3468c","CDS","Rv3468c"
NA,3,NA,7,"Rv3469c","CDS","mhpE"
4,8,4,20,"Rv3470c","CDS","ilvB2"
NA,3,1,9,"Rv3471c","CDS","Rv3471c"
NA,2,NA,1,"Rv3472","CDS","Rv3472"
3,1,NA,9,"Rv3473c","CDS","bpoA"
NA,1,1,2,"Rv3474","CDS","Rv3474"
1,5,4,6,"Rv3475","CDS","Rv3475"
2,4,3,6,"Rv3476c","CDS","kgtP"
NA,1,NA,3,"Rv3477","CDS","PE31"
1,5,4,16,"Rv3478","CDS","PPE60"
3,12,19,40,"Rv3479","CDS","Rv3479"
2,9,2,19,"Rv3480c","CDS","Rv3480c"
NA,2,1,9,"Rv3481c","CDS","Rv3481c"
1,8,4,16,"Rv3482c","CDS","Rv3482c"
1,5,2,18,"Rv3483c","CDS","Rv3483c"
2,14,3,10,"Rv3484","CDS","cpsA"
2,2,3,8,"Rv3485c","CDS","Rv3485c"
1,3,1,3,"Rv3486","CDS","Rv3486"
4,6,NA,10,"Rv3487c","CDS","lipF"
NA,1,NA,2,"Rv3488","CDS","Rv3488"
NA,NA,NA,2,"Rv3489","CDS","Rv3489"
1,8,1,17,"Rv3490","CDS","otsA"
NA,3,2,11,"Rv3491","CDS","Rv3491"
NA,NA,1,6,"Rv3492c","CDS","Rv3492c"
NA,4,1,10,"Rv3493c","CDS","Rv3493c"
6,19,8,49,"Rv3494c","CDS","mce4F"
1,7,4,9,"Rv3495c","CDS","lprN"
2,7,1,25,"Rv3496c","CDS","mce4D"
1,5,2,11,"Rv3497c","CDS","mce4C"
NA,4,1,13,"Rv3498c","CDS","mce4B"
NA,5,3,18,"Rv3499c","CDS","mce4A"
NA,2,NA,3,"Rv3500c","CDS","yrbE4B"
NA,2,1,6,"Rv3501c","CDS","yrbE4A"
NA,2,NA,10,"Rv3502c","CDS","Rv3502c"
NA,NA,NA,4,"Rv3503c","CDS","fdxD"
NA,3,2,15,"Rv3504","CDS","fadE26"
1,3,2,7,"Rv3505","CDS","fadE27"
1,8,2,25,"Rv3506","CDS","fadD17"
2,21,5,12,"Rv3507","CDS","PE_PGRS53"
1,23,NA,3,"Rv3508","CDS","PE_PGRS54"
3,10,2,21,"Rv3509c","CDS","ilvX"
1,5,1,13,"Rv3510c","CDS","Rv3510c"
NA,8,1,5,"Rv3511","CDS","PE_PGRS55"
1,9,2,2,"Rv3512","CDS","PE_PGRS56"
1,7,1,7,"Rv3513c","CDS","fadD18"
1,28,NA,2,"Rv3514","CDS","PE_PGRS57"
1,10,2,15,"Rv3515c","CDS","fadD19"
NA,8,NA,7,"Rv3516","CDS","echA19"
1,2,5,5,"Rv3517","CDS","Rv3517"
NA,7,2,14,"Rv3518c","CDS","cyp142"
NA,7,1,8,"Rv3519","CDS","Rv3519"
NA,5,4,10,"Rv3520c","CDS","Rv3520c"
1,8,NA,18,"Rv3521","CDS","Rv3521"
NA,2,NA,19,"Rv3522","CDS","ltp4"
2,4,1,16,"Rv3523","CDS","ltp3"
2,7,7,13,"Rv3524","CDS","Rv3524"
NA,5,NA,9,"Rv3525c","CDS","Rv3525c"
NA,8,3,7,"Rv3526","CDS","kshA"
1,3,1,4,"Rv3527","CDS","Rv3527"
1,1,2,5,"Rv3528c","CDS","Rv3528c"
1,4,1,11,"Rv3529c","CDS","Rv3529c"
NA,2,3,2,"Rv3530c","CDS","Rv3530c"
1,7,NA,15,"Rv3531c","CDS","Rv3531c"
2,10,8,14,"Rv3532","CDS","PPE61"
1,1,1,9,"Rv3533c","CDS","PPE62"
1,1,NA,6,"Rv3534c","CDS","hsaF"
1,7,NA,15,"Rv3535c","CDS","hsaG"
NA,3,1,8,"Rv3536c","CDS","hsaE"
NA,13,4,23,"Rv3537","CDS","kstD"
1,8,1,17,"Rv3538","CDS","Rv3538"
1,10,7,16,"Rv3539","CDS","PPE63"
1,4,1,9,"Rv3540c","CDS","ltp2"
1,NA,NA,3,"Rv3541c","CDS","Rv3541c"
3,11,2,13,"Rv3542c","CDS","Rv3542c"
NA,7,1,13,"Rv3543c","CDS","fadE29"
1,4,NA,10,"Rv3544c","CDS","fadE28"
1,9,2,14,"Rv3545c","CDS","cyp125"
NA,5,NA,9,"Rv3546","CDS","fadA5"
NA,2,2,9,"Rv3547","CDS","ddn"
NA,2,NA,10,"Rv3548c","CDS","Rv3548c"
1,4,1,6,"Rv3549c","CDS","Rv3549c"
NA,3,NA,6,"Rv3550","CDS","echA20"
2,4,1,11,"Rv3551","CDS","Rv3551"
NA,5,1,9,"Rv3552","CDS","Rv3552"
NA,2,1,9,"Rv3553","CDS","Rv3553"
2,10,2,30,"Rv3554","CDS","fdxB"
1,2,6,11,"Rv3555c","CDS","Rv3555c"
NA,8,NA,9,"Rv3556c","CDS","fadA6"
NA,3,NA,2,"Rv3557c","CDS","Rv3557c"
2,4,NA,11,"Rv3558","CDS","PPE64"
NA,2,NA,4,"Rv3559c","CDS","Rv3559c"
NA,6,1,10,"Rv3560c","CDS","fadE30"
1,10,1,14,"Rv3561","CDS","fadD3"
NA,3,3,12,"Rv3562","CDS","fadE31"
NA,5,NA,10,"Rv3563","CDS","fadE32"
2,8,1,7,"Rv3564","CDS","fadE33"
NA,7,2,18,"Rv3565","CDS","aspB"
1,NA,1,2,"Rv3566A","CDS","Rv3566A"
1,2,3,12,"Rv3566c","CDS","nat"
1,2,1,9,"Rv3567c","CDS","hsaB"
1,3,3,9,"Rv3568c","CDS","hsaC"
NA,5,NA,9,"Rv3569c","CDS","hsaD"
2,5,1,12,"Rv3570c","CDS","hsaA"
1,10,1,11,"Rv3571","CDS","kshB"
NA,NA,NA,NA,"Rv3571","promoter","kshB"
NA,NA,NA,NA,"Rv3571","promoter","kshB"
NA,6,NA,8,"Rv3572","CDS","Rv3572"
NA,4,1,26,"Rv3573c","CDS","fadE34"
NA,1,1,2,"Rv3574","CDS","kstR"
NA,5,1,16,"Rv3575c","CDS","Rv3575c"
NA,1,2,4,"Rv3576","CDS","lppH"
2,4,6,10,"Rv3577","CDS","Rv3577"
2,5,3,11,"Rv3578","CDS","arsB2"
3,4,4,10,"Rv3579c","CDS","Rv3579c"
1,1,2,19,"Rv3580c","CDS","cysS1"
NA,3,NA,5,"Rv3581c","CDS","ispF"
NA,3,3,6,"Rv3582c","CDS","ispD"
NA,1,1,2,"Rv3583c","CDS","Rv3583c"
NA,3,2,6,"Rv3584","CDS","lpqE"
NA,8,2,15,"Rv3585","CDS","radA"
NA,2,1,9,"Rv3586","CDS","Rv3586"
2,11,2,28,"Rv3587c","CDS","Rv3587c"
NA,4,1,3,"Rv3588c","CDS","canB"
2,8,1,16,"Rv3589","CDS","mutY"
1,14,2,10,"Rv3590c","CDS","PE_PGRS58"
NA,5,4,12,"Rv3591c","CDS","Rv3591c"
NA,4,1,2,"Rv3592","CDS","mhuD"
2,8,5,14,"Rv3593","CDS","lpqF"
1,6,2,13,"Rv3594","CDS","Rv3594"
2,9,2,7,"Rv3595c","CDS","PE_PGRS59"
NA,7,1,24,"Rv3596c","CDS","clpC1"
NA,NA,NA,1,"Rv3597c","CDS","lsr2"
3,7,3,14,"Rv3598c","CDS","lysS"
NA,1,NA,1,"Rv3599c","CDS","Rv3599c"
1,3,1,5,"Rv3600c","CDS","Rv3600c"
NA,2,NA,4,"Rv3601c","CDS","panD"
2,6,2,11,"Rv3602c","CDS","panC"
1,1,3,10,"Rv3603c","CDS","Rv3603c"
6,5,5,29,"Rv3604c","CDS","Rv3604c"
NA,1,NA,7,"Rv3605c","CDS","Rv3605c"
1,4,3,7,"Rv3606c","CDS","folK"
NA,2,NA,4,"Rv3607c","CDS","folB"
1,5,2,8,"Rv3608c","CDS","folP1"
2,2,1,3,"Rv3609c","CDS","folE"
2,18,1,28,"Rv3610c","CDS","ftsH"
NA,11,5,18,"Rv3611","CDS","Rv3611"
1,1,1,6,"Rv3612c","CDS","Rv3612c"
NA,2,2,3,"Rv3613c","CDS","Rv3613c"
NA,3,5,3,"Rv3614c","CDS","espD"
NA,1,NA,1,"Rv3615c","CDS","espC"
NA,6,2,6,"Rv3616c","CDS","espA"
3,12,2,8,"Rv3617","CDS","ephA"
2,7,3,14,"Rv3618","CDS","Rv3618"
NA,NA,NA,NA,"Rv3619c","CDS","esxV"
NA,NA,NA,1,"Rv3620c","CDS","esxW"
3,5,2,18,"Rv3621c","CDS","PPE65"
NA,NA,1,2,"Rv3622c","CDS","PE32"
NA,2,NA,10,"Rv3623","CDS","lpqG"
NA,7,NA,3,"Rv3624c","CDS","hpt"
NA,5,1,7,"Rv3625c","CDS","mesJ"
1,6,NA,17,"Rv3626c","CDS","Rv3626c"
5,10,2,17,"Rv3627c","CDS","Rv3627c"
NA,3,2,7,"Rv3628","CDS","ppa"
NA,5,1,9,"Rv3629c","CDS","Rv3629c"
1,3,3,7,"Rv3630","CDS","Rv3630"
NA,2,2,5,"Rv3631","CDS","Rv3631"
NA,1,NA,1,"Rv3632","CDS","Rv3632"
1,4,1,19,"Rv3633","CDS","Rv3633"
3,4,2,9,"Rv3634c","CDS","galE1"
2,8,4,29,"Rv3635","CDS","Rv3635"
1,NA,NA,9,"Rv3636","CDS","Rv3636"
NA,3,1,8,"Rv3637","CDS","Rv3637"
NA,5,1,1,"Rv3638","CDS","Rv3638"
2,7,3,10,"Rv3639c","CDS","Rv3639c"
2,6,2,4,"Rv3640c","CDS","Rv3640c"
NA,4,1,3,"Rv3641c","CDS","fic"
NA,NA,NA,NA,"Rv3642c","CDS","Rv3642c"
1,1,1,2,"Rv3643","CDS","Rv3643"
NA,6,NA,12,"Rv3644c","CDS","Rv3644c"
2,10,5,13,"Rv3645","CDS","Rv3645"
1,15,5,37,"Rv3646c","CDS","topA"
2,6,3,8,"Rv3647c","CDS","Rv3647c"
1,2,1,NA,"Rv3648c","CDS","cspA"
1,16,4,29,"Rv3649","CDS","Rv3649"
NA,NA,NA,2,"Rv3650","CDS","PE33"
4,11,2,12,"Rv3651","CDS","Rv3651"
3,NA,2,4,"Rv3652","CDS","PE_PGRS60"
NA,3,NA,2,"Rv3653","CDS","PE_PGRS61"
NA,1,NA,3,"Rv3654c","CDS","Rv3654c"
1,NA,1,5,"Rv3655c","CDS","Rv3655c"
NA,NA,NA,NA,"Rv3656c","CDS","Rv3656c"
NA,2,1,12,"Rv3657c","CDS","Rv3657c"
NA,2,3,6,"Rv3658c","CDS","Rv3658c"
2,7,1,3,"Rv3659c","CDS","Rv3659c"
1,6,3,9,"Rv3660c","CDS","Rv3660c"
2,3,2,9,"Rv3661","CDS","Rv3661"
3,4,NA,13,"Rv3662c","CDS","Rv3662c"
2,8,3,17,"Rv3663c","CDS","dppD"
1,3,2,6,"Rv3664c","CDS","dppC"
NA,5,1,9,"Rv3665c","CDS","dppB"
1,10,4,27,"Rv3666c","CDS","dppA"
2,17,4,21,"Rv3667","CDS","acs"
1,NA,1,16,"Rv3668c","CDS","Rv3668c"
2,3,1,6,"Rv3669","CDS","Rv3669"
1,4,4,15,"Rv3670","CDS","ephE"
NA,12,3,18,"Rv3671c","CDS","Rv3671c"
1,8,3,14,"Rv3672c","CDS","Rv3672c"
NA,7,2,8,"Rv3673c","CDS","Rv3673c"
NA,8,1,6,"Rv3674c","CDS","nth"
1,3,2,5,"Rv3675","CDS","Rv3675"
NA,5,1,4,"Rv3676","CDS","crp"
1,2,1,6,"Rv3677c","CDS","Rv3677c"
NA,3,NA,2,"Rv3678A","CDS","Rv3678A"
NA,NA,1,8,"Rv3678c","CDS","Rv3678c"
2,4,1,9,"Rv3679","CDS","Rv3679"
NA,6,4,9,"Rv3680","CDS","Rv3680"
1,1,1,1,"Rv3681c","CDS","whiB4"
4,16,14,31,"Rv3682","CDS","ponA2"
NA,6,3,15,"Rv3683","CDS","Rv3683"
NA,6,1,9,"Rv3684","CDS","Rv3684"
2,8,6,17,"Rv3685c","CDS","cyp137"
1,2,2,2,"Rv3686c","CDS","Rv3686c"
NA,1,NA,2,"Rv3687c","CDS","rsfB"
NA,1,NA,2,"Rv3688c","CDS","Rv3688c"
4,17,7,25,"Rv3689","CDS","Rv3689"
1,3,NA,5,"Rv3690","CDS","Rv3690"
1,8,3,10,"Rv3691","CDS","Rv3691"
7,10,3,16,"Rv3692","CDS","moxR2"
2,8,2,15,"Rv3693","CDS","Rv3693"
NA,2,NA,11,"Rv3694c","CDS","Rv3694c"
4,8,8,22,"Rv3695","CDS","Rv3695"
3,5,2,12,"Rv3696c","CDS","glpK"
2,1,1,NA,"Rv3697A","CDS","vapB48"
1,4,1,6,"Rv3697c","CDS","vapC48"
1,14,5,14,"Rv3698","CDS","Rv3698"
1,6,4,8,"Rv3699","CDS","Rv3699"
3,7,2,15,"Rv3700c","CDS","Rv3700c"
1,3,NA,8,"Rv3701c","CDS","Rv3701c"
1,1,2,12,"Rv3702c","CDS","Rv3702c"
1,10,2,23,"Rv3703c","CDS","Rv3703c"
1,8,NA,22,"Rv3704c","CDS","gshA"
3,12,4,11,"Rv3705A","CDS","Rv3705A"
1,4,1,4,"Rv3705c","CDS","Rv3705c"
2,6,3,7,"Rv3706c","CDS","Rv3706c"
1,11,2,21,"Rv3707c","CDS","Rv3707c"
1,4,NA,16,"Rv3708c","CDS","asd"
1,6,NA,7,"Rv3709c","CDS","ask"
3,15,1,24,"Rv3710","CDS","leuA"
1,7,2,10,"Rv3711c","CDS","dnaQ"
1,7,2,6,"Rv3712","CDS","Rv3712"
NA,5,2,7,"Rv3713","CDS","cobQ2"
NA,7,1,5,"Rv3714c","CDS","Rv3714c"
NA,5,NA,5,"Rv3715c","CDS","recR"
1,3,4,9,"Rv3716c","CDS","Rv3716c"
NA,6,NA,8,"Rv3717","CDS","Rv3717"
1,3,NA,2,"Rv3718c","CDS","Rv3718c"
4,8,2,12,"Rv3719","CDS","Rv3719"
NA,10,3,8,"Rv3720","CDS","Rv3720"
3,11,2,26,"Rv3721c","CDS","dnaZX"
3,10,2,15,"Rv3722c","CDS","Rv3722c"
1,6,1,13,"Rv3723","CDS","Rv3723"
2,1,2,2,"Rv3724A","CDS","cut5a"
1,4,NA,11,"Rv3724B","CDS","cut5b"
2,4,1,15,"Rv3725","CDS","Rv3725"
2,9,3,15,"Rv3726","CDS","Rv3726"
10,8,10,17,"Rv3727","CDS","Rv3727"
3,21,8,33,"Rv3728","CDS","Rv3728"
2,16,8,23,"Rv3729","CDS","Rv3729"
2,6,1,21,"Rv3730c","CDS","Rv3730c"
1,6,4,16,"Rv3731","CDS","ligC"
1,6,1,11,"Rv3732","CDS","Rv3732"
2,2,1,8,"Rv3733c","CDS","Rv3733c"
3,5,8,19,"Rv3734c","CDS","tgs2"
1,3,1,4,"Rv3735","CDS","Rv3735"
2,4,4,10,"Rv3736","CDS","Rv3736"
NA,7,2,15,"Rv3737","CDS","Rv3737"
3,4,2,15,"Rv3738c","CDS","PPE66"
1,1,NA,5,"Rv3739c","CDS","PPE67"
NA,7,6,17,"Rv3740c","CDS","Rv3740c"
NA,1,4,5,"Rv3741c","CDS","Rv3741c"
NA,1,1,3,"Rv3742c","CDS","Rv3742c"
NA,10,6,10,"Rv3743c","CDS","ctpJ"
NA,1,NA,5,"Rv3744","CDS","nmtR"
1,1,1,2,"Rv3745c","CDS","Rv3745c"
NA,2,NA,2,"Rv3746c","CDS","PE34"
3,2,NA,5,"Rv3747","CDS","Rv3747"
1,2,NA,4,"Rv3748","CDS","Rv3748"
2,3,4,6,"Rv3749c","CDS","Rv3749c"
2,NA,3,3,"Rv3750c","CDS","Rv3750c"
NA,NA,NA,1,"Rv3751","CDS","Rv3751"
NA,2,NA,5,"Rv3752c","CDS","Rv3752c"
NA,4,NA,5,"Rv3753c","CDS","Rv3753c"
2,3,5,6,"Rv3754","CDS","tyrA"
NA,2,2,6,"Rv3755c","CDS","Rv3755c"
1,2,2,6,"Rv3756c","CDS","proZ"
NA,1,1,10,"Rv3757c","CDS","proW"
3,2,1,13,"Rv3758c","CDS","proV"
NA,5,1,11,"Rv3759c","CDS","proX"
1,2,2,1,"Rv3760","CDS","Rv3760"
1,4,3,10,"Rv3761c","CDS","fadE36"
2,8,2,23,"Rv3762c","CDS","Rv3762c"
1,1,NA,4,"Rv3763","CDS","lpqH"
1,11,2,19,"Rv3764c","CDS","tcrY"
1,3,1,5,"Rv3765c","CDS","tcrX"
1,6,2,8,"Rv3766","CDS","Rv3766"
2,5,4,10,"Rv3767c","CDS","Rv3767c"
NA,1,2,4,"Rv3768","CDS","Rv3768"
NA,NA,NA,2,"Rv3769","CDS","Rv3769"
1,1,1,3,"Rv3770A","CDS","Rv3770A"
NA,NA,NA,1,"Rv3770B","CDS","Rv3770B"
NA,5,NA,7,"Rv3770c","CDS","Rv3770c"
NA,1,NA,6,"Rv3771c","CDS","Rv3771c"
NA,9,5,11,"Rv3772","CDS","hisC2"
1,2,2,8,"Rv3773c","CDS","Rv3773c"
1,4,3,5,"Rv3774","CDS","echA21"
NA,13,1,16,"Rv3775","CDS","lipE"
2,22,10,11,"Rv3776","CDS","Rv3776"
NA,6,NA,13,"Rv3777","CDS","Rv3777"
NA,1,2,14,"Rv3778c","CDS","Rv3778c"
3,11,NA,21,"Rv3779","CDS","Rv3779"
NA,3,1,4,"Rv3780","CDS","Rv3780"
1,3,1,3,"Rv3781","CDS","rfbE"
4,5,NA,8,"Rv3782","CDS","glfT1"
1,2,1,8,"Rv3783","CDS","rfbD"
NA,3,3,5,"Rv3784","CDS","Rv3784"
2,5,2,13,"Rv3785","CDS","Rv3785"
2,5,4,24,"Rv3786c","CDS","Rv3786c"
1,10,1,7,"Rv3787c","CDS","Rv3787c"
2,5,1,2,"Rv3788","CDS","Rv3788"
NA,2,NA,NA,"Rv3789","CDS","Rv3789"
2,8,3,13,"Rv3790","CDS","dprE1"
NA,4,3,2,"Rv3791","CDS","dprE2"
NA,12,4,23,"Rv3792","CDS","aftA"
3,25,11,41,"Rv3793","CDS","embC"
2,21,8,50,"Rv3794","CDS","embA"
5,28,6,49,"Rv3795","CDS","embB"
3,8,10,10,"Rv3796","CDS","Rv3796"
2,9,2,12,"Rv3797","CDS","fadE35"
NA,6,5,8,"Rv3798","CDS","Rv3798"
NA,9,NA,20,"Rv3799c","CDS","accD4"
2,34,5,66,"Rv3800c","CDS","pks13"
2,10,3,22,"Rv3801c","CDS","fadD32"
1,11,5,19,"Rv3802c","CDS","Rv3802c"
NA,7,3,9,"Rv3803c","CDS","fbpD"
NA,10,NA,13,"Rv3804c","CDS","fbpA"
1,10,3,33,"Rv3805c","CDS","aftB"
1,2,NA,8,"Rv3806c","CDS","ubiA"
NA,1,2,8,"Rv3807c","CDS","Rv3807c"
2,9,5,27,"Rv3808c","CDS","glfT2"
NA,6,4,12,"Rv3809c","CDS","glf"
3,12,5,22,"Rv3810","CDS","pirG"
NA,10,10,36,"Rv3811","CDS","Rv3811"
3,12,4,17,"Rv3812","CDS","PE_PGRS62"
NA,7,NA,12,"Rv3813c","CDS","Rv3813c"
NA,4,2,12,"Rv3814c","CDS","Rv3814c"
NA,4,1,10,"Rv3815c","CDS","Rv3815c"
NA,6,NA,13,"Rv3816c","CDS","Rv3816c"
NA,6,1,14,"Rv3817","CDS","Rv3817"
1,13,4,17,"Rv3818","CDS","Rv3818"
1,2,4,3,"Rv3819","CDS","Rv3819"
3,4,3,21,"Rv3820c","CDS","papA2"
1,1,1,6,"Rv3821","CDS","Rv3821"
10,11,7,13,"Rv3822","CDS","Rv3822"
2,15,6,28,"Rv3823c","CDS","mmpL8"
2,5,8,16,"Rv3824c","CDS","papA1"
11,36,17,58,"Rv3825c","CDS","pks2"
3,13,8,18,"Rv3826","CDS","fadD23"
1,6,4,9,"Rv3827c","CDS","Rv3827c"
NA,NA,NA,4,"Rv3828c","CDS","Rv3828c"
2,6,1,26,"Rv3829c","CDS","Rv3829c"
1,2,NA,3,"Rv3830c","CDS","Rv3830c"
1,2,NA,5,"Rv3831","CDS","Rv3831"
NA,5,2,4,"Rv3832c","CDS","Rv3832c"
NA,3,5,11,"Rv3833","CDS","Rv3833"
1,6,NA,15,"Rv3834c","CDS","serS"
4,27,13,26,"Rv3835","CDS","Rv3835"
1,4,2,3,"Rv3836","CDS","Rv3836"
NA,2,NA,12,"Rv3837c","CDS","Rv3837c"
2,10,1,11,"Rv3838c","CDS","pheA"
NA,8,NA,18,"Rv3839","CDS","Rv3839"
1,1,2,7,"Rv3840","CDS","Rv3840"
1,2,NA,3,"Rv3841","CDS","bfrB"
1,7,NA,5,"Rv3842c","CDS","glpQ1"
1,4,6,19,"Rv3843c","CDS","Rv3843c"
NA,2,1,4,"Rv3844","CDS","Rv3844"
1,1,1,3,"Rv3845","CDS","Rv3845"
1,1,1,3,"Rv3846","CDS","sodA"
3,7,2,6,"Rv3847","CDS","Rv3847"
1,5,4,8,"Rv3848","CDS","Rv3848"
NA,3,2,1,"Rv3849","CDS","espR"
NA,1,NA,5,"Rv3850","CDS","Rv3850"
2,2,2,2,"Rv3851","CDS","Rv3851"
1,5,5,8,"Rv3852","CDS","hns"
NA,2,2,2,"Rv3853","CDS","rraA"
1,11,3,11,"Rv3854c","CDS","ethA"
1,2,1,6,"Rv3855","CDS","ethR"
NA,4,2,10,"Rv3856c","CDS","Rv3856c"
NA,2,NA,NA,"Rv3857c","CDS","Rv3857c"
2,2,3,28,"Rv3858c","CDS","gltD"
6,17,7,45,"Rv3859c","CDS","gltB"
4,11,8,17,"Rv3860","CDS","Rv3860"
NA,2,2,5,"Rv3861","CDS","Rv3861"
NA,3,NA,3,"Rv3862c","CDS","whiB6"
3,11,3,12,"Rv3863","CDS","Rv3863"
2,26,3,11,"Rv3864","CDS","espE"
1,NA,NA,NA,"Rv3865","CDS","espF"
2,7,1,7,"Rv3866","CDS","espG1"
1,NA,NA,7,"Rv3867","CDS","espH"
NA,9,NA,8,"Rv3868","CDS","eccA1"
6,17,4,21,"Rv3869","CDS","eccB1"
3,14,7,29,"Rv3870","CDS","eccCa1"
4,10,9,26,"Rv3871","CDS","eccCb1"
NA,1,NA,1,"Rv3872","CDS","PE35"
2,4,3,22,"Rv3873","CDS","PPE68"
NA,NA,NA,NA,"Rv3874","CDS","esxB"
NA,NA,NA,NA,"Rv3875","CDS","esxA"
