"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneSymbol","geneType","geneLocus"
12.5,25,NA,62.5,"lpqC","CDS","Rv3298c"
NA,34.9206349206349,12.6984126984127,52.3809523809524,"atsB","CDS","Rv3299c"
4,32,16,48,"Rv3300c","CDS","Rv3300c"
20,NA,NA,80,"phoY1","CDS","Rv3301c"
6.89655172413793,31.0344827586207,3.44827586206897,58.6206896551724,"glpD2","CDS","Rv3302c"
NA,21.7391304347826,8.69565217391304,69.5652173913043,"lpdA","CDS","Rv3303c"
NA,33.3333333333333,16.6666666666667,50,"Rv3304","CDS","Rv3304"
4.16666666666667,37.5,12.5,45.8333333333333,"amiA1","CDS","Rv3305c"
10.5263157894737,36.8421052631579,10.5263157894737,42.1052631578947,"amiB1","CDS","Rv3306c"
NA,21.0526315789474,10.5263157894737,68.4210526315789,"deoD","CDS","Rv3307"
5.40540540540541,43.2432432432432,8.10810810810811,43.2432432432432,"pmmB","CDS","Rv3308"
5.55555555555556,22.2222222222222,27.7777777777778,44.4444444444444,"upp","CDS","Rv3309c"
9.09090909090909,31.8181818181818,9.09090909090909,50,"sapM","CDS","Rv3310"
6.25,43.75,NA,50,"Rv3311","CDS","Rv3311"
6.25,62.5,NA,31.25,"Rv3312A","CDS","Rv3312A"
4.54545454545455,27.2727272727273,31.8181818181818,36.3636363636364,"Rv3312c","CDS","Rv3312c"
NA,25,6.25,68.75,"add","CDS","Rv3313c"
NA,21.7391304347826,17.3913043478261,60.8695652173913,"deoA","CDS","Rv3314c"
14.2857142857143,42.8571428571429,NA,42.8571428571429,"cdd","CDS","Rv3315c"
NA,NA,NA,100,"sdhC","CDS","Rv3316"
NA,14.2857142857143,42.8571428571429,42.8571428571429,"sdhD","CDS","Rv3317"
4,40,NA,56,"sdhA","CDS","Rv3318"
NA,28.5714285714286,4.76190476190476,66.6666666666667,"sdhB","CDS","Rv3319"
20,40,20,20,"vapC44","CDS","Rv3320c"
50,50,NA,NA,"vapB44","CDS","Rv3321c"
13.3333333333333,20,20,46.6666666666667,"Rv3322c","CDS","Rv3322c"
20,NA,30,50,"moaX","CDS","Rv3323c"
NA,NA,NA,NA,"Rv3324A","CDS","Rv3324A"
NA,20,NA,80,"moaC3","CDS","Rv3324c"
NA,25,25,50,"Rv3325","CDS","Rv3325"
6.25,31.25,25,37.5,"Rv3326","CDS","Rv3326"
16,48,8,28,"Rv3327","CDS","Rv3327"
NA,44.4444444444444,NA,55.5555555555556,"sigJ","CDS","Rv3328c"
NA,33.3333333333333,7.40740740740741,59.2592592592593,"Rv3329","CDS","Rv3329"
5.71428571428571,31.4285714285714,11.4285714285714,51.4285714285714,"dacB1","CDS","Rv3330"
8.69565217391304,21.7391304347826,4.34782608695652,65.2173913043478,"sugI","CDS","Rv3331"
NA,50,9.09090909090909,40.9090909090909,"nagA","CDS","Rv3332"
8.33333333333333,10.4166666666667,12.5,68.75,"Rv3333c","CDS","Rv3333c"
12.5,37.5,NA,50,"Rv3334","CDS","Rv3334"
9.09090909090909,9.09090909090909,18.1818181818182,63.6363636363636,"Rv3335c","CDS","Rv3335c"
11.7647058823529,47.0588235294118,5.88235294117647,35.2941176470588,"trpS","CDS","Rv3336c"
10,20,10,60,"Rv3337","CDS","Rv3337"
6.66666666666667,20,NA,73.3333333333333,"Rv3338","CDS","Rv3338"
5.55555555555556,38.8888888888889,NA,55.5555555555556,"icd1","CDS","Rv3339c"
3.7037037037037,29.6296296296296,7.40740740740741,59.2592592592593,"metC","CDS","Rv3340"
5,40,5,50,"metA","CDS","Rv3341"
NA,22.2222222222222,11.1111111111111,66.6666666666667,"Rv3342","CDS","Rv3342"
2.67379679144385,41.1764705882353,8.02139037433155,48.1283422459893,"PPE54","CDS","Rv3343c"
16.6666666666667,50,8.33333333333333,25,"PE_PGRS49","CDS","Rv3344c"
3.03030303030303,51.5151515151515,9.09090909090909,36.3636363636364,"PE_PGRS50","CDS","Rv3345c"
NA,NA,NA,100,"Rv3346c","CDS","Rv3346c"
3.57142857142857,31.6326530612245,6.12244897959184,58.6734693877551,"PPE55","CDS","Rv3347c"
NA,28.5714285714286,14.2857142857143,57.1428571428571,"Rv3348","CDS","Rv3348"
9.09090909090909,36.3636363636364,36.3636363636364,18.1818181818182,"Rv3349c","CDS","Rv3349c"
4.32900432900433,35.0649350649351,6.92640692640693,53.6796536796537,"PPE56","CDS","Rv3350c"
NA,43.75,6.25,50,"Rv3351c","CDS","Rv3351c"
NA,40,NA,60,"Rv3352c","CDS","Rv3352c"
NA,NA,NA,100,"Rv3353c","CDS","Rv3353c"
NA,40,20,40,"Rv3354","CDS","Rv3354"
NA,NA,NA,100,"Rv3355c","CDS","Rv3355c"
NA,36.8421052631579,NA,63.1578947368421,"folD","CDS","Rv3356c"
NA,NA,33.3333333333333,66.6666666666667,"relJ","CDS","Rv3357"
NA,50,NA,50,"relK","CDS","Rv3358"
4.76190476190476,19.047619047619,9.52380952380952,66.6666666666667,"Rv3359","CDS","Rv3359"
NA,33.3333333333333,22.2222222222222,44.4444444444444,"Rv3360","CDS","Rv3360"
NA,NA,NA,100,"Rv3361c","CDS","Rv3361c"
11.1111111111111,22.2222222222222,11.1111111111111,55.5555555555556,"Rv3362c","CDS","Rv3362c"
10,10,NA,80,"Rv3363c","CDS","Rv3363c"
NA,40,20,40,"Rv3364c","CDS","Rv3364c"
4.05405405405405,27.027027027027,9.45945945945946,59.4594594594595,"Rv3365c","CDS","Rv3365c"
NA,50,12.5,37.5,"spoU","CDS","Rv3366"
NA,64.7058823529412,5.88235294117647,29.4117647058824,"PE_PGRS51","CDS","Rv3367"
NA,38.4615384615385,7.69230769230769,53.8461538461538,"Rv3368c","CDS","Rv3368c"
14.2857142857143,14.2857142857143,NA,71.4285714285714,"Rv3369","CDS","Rv3369"
NA,29.2307692307692,3.07692307692308,67.6923076923077,"dnaE2","CDS","Rv3370c"
6.45161290322581,41.9354838709677,3.2258064516129,48.3870967741936,"Rv3371","CDS","Rv3371"
NA,54.5454545454545,4.54545454545455,40.9090909090909,"otsB2","CDS","Rv3372"
NA,11.1111111111111,22.2222222222222,66.6666666666667,"echA18","CDS","Rv3373"
NA,33.3333333333333,66.6666666666667,NA,"echA18.1","CDS","Rv3374"
2.94117647058824,32.3529411764706,NA,64.7058823529412,"amiD","CDS","Rv3375"
14.2857142857143,NA,71.4285714285714,14.2857142857143,"Rv3376","CDS","Rv3376"
35.2941176470588,17.6470588235294,23.5294117647059,23.5294117647059,"Rv3377c","CDS","Rv3377c"
38.4615384615385,30.7692307692308,7.69230769230769,23.0769230769231,"Rv3378c","CDS","Rv3378c"
9.52380952380952,45.2380952380952,19.047619047619,26.1904761904762,"dxs2","CDS","Rv3379c"
6.25,31.25,25,37.5,"Rv3380c","CDS","Rv3380c"
NA,25,25,50,"Rv3381c","CDS","Rv3381c"
4.54545454545455,31.8181818181818,9.09090909090909,54.5454545454545,"lytB1","CDS","Rv3382c"
33.3333333333333,16.6666666666667,16.6666666666667,33.3333333333333,"idsB","CDS","Rv3383c"
NA,NA,50,50,"vapC46","CDS","Rv3384c"
NA,25,12.5,62.5,"vapB46","CDS","Rv3385c"
NA,21.4285714285714,7.14285714285714,71.4285714285714,"Rv3386","CDS","Rv3386"
NA,40,30,30,"Rv3387","CDS","Rv3387"
NA,44.4444444444444,11.1111111111111,44.4444444444444,"PE_PGRS52","CDS","Rv3388"
NA,20,NA,80,"htdY","CDS","Rv3389c"
NA,35.7142857142857,21.4285714285714,42.8571428571429,"lpqD","CDS","Rv3390"
NA,36.5853658536585,7.31707317073171,56.0975609756098,"acrA1","CDS","Rv3391"
NA,50,NA,50,"cmaA1","CDS","Rv3392c"
NA,35,5,60,"iunH","CDS","Rv3393"
2.56410256410256,23.0769230769231,NA,74.3589743589744,"Rv3394c","CDS","Rv3394c"
10,30,20,40,"Rv3395A","CDS","Rv3395A"
NA,33.3333333333333,8.33333333333333,58.3333333333333,"Rv3395c","CDS","Rv3395c"
6.45161290322581,19.3548387096774,3.2258064516129,70.9677419354839,"guaA","CDS","Rv3396c"
NA,28.5714285714286,7.14285714285714,64.2857142857143,"phyA","CDS","Rv3397c"
10.5263157894737,42.1052631578947,15.7894736842105,31.5789473684211,"idsA1","CDS","Rv3398c"
10.5263157894737,42.1052631578947,15.7894736842105,31.5789473684211,"Rv3399","CDS","Rv3399"
9.09090909090909,45.4545454545455,NA,45.4545454545455,"Rv3400","CDS","Rv3400"
NA,30,10,60,"Rv3401","CDS","Rv3401"
4.34782608695652,21.7391304347826,26.0869565217391,47.8260869565217,"Rv3402c","CDS","Rv3402c"
6.89655172413793,41.3793103448276,13.7931034482759,37.9310344827586,"Rv3403c","CDS","Rv3403c"
NA,45.4545454545455,NA,54.5454545454545,"Rv3404c","CDS","Rv3404c"
11.1111111111111,55.5555555555556,11.1111111111111,22.2222222222222,"Rv3405c","CDS","Rv3405c"
NA,35.2941176470588,NA,64.7058823529412,"Rv3406","CDS","Rv3406"
NA,NA,25,75,"vapB47","CDS","Rv3407"
NA,33.3333333333333,16.6666666666667,50,"vapC47","CDS","Rv3408"
6.97674418604651,20.9302325581395,2.32558139534884,69.7674418604651,"choD","CDS","Rv3409c"
NA,14.2857142857143,4.76190476190476,80.9523809523809,"guaB3","CDS","Rv3410c"
3.84615384615385,38.4615384615385,3.84615384615385,53.8461538461538,"guaB2","CDS","Rv3411c"
7.14285714285714,28.5714285714286,7.14285714285714,57.1428571428571,"Rv3412","CDS","Rv3412"
9.09090909090909,27.2727272727273,9.09090909090909,54.5454545454545,"Rv3413c","CDS","Rv3413c"
10,10,10,70,"sigD","CDS","Rv3414c"
9.09090909090909,NA,NA,90.9090909090909,"Rv3415c","CDS","Rv3415c"
NA,57.1428571428571,14.2857142857143,28.5714285714286,"whiB3","CDS","Rv3416"
6.66666666666667,26.6666666666667,13.3333333333333,53.3333333333333,"groEL1","CDS","Rv3417c"
40,NA,20,40,"groES","CDS","Rv3418c"
NA,42.8571428571429,4.76190476190476,52.3809523809524,"gcp","CDS","Rv3419c"
NA,22.2222222222222,NA,77.7777777777778,"rimI","CDS","Rv3420c"
NA,22.2222222222222,5.55555555555556,72.2222222222222,"Rv3421c","CDS","Rv3421c"
NA,NA,NA,100,"Rv3422c","CDS","Rv3422c"
8.69565217391304,30.4347826086957,8.69565217391304,52.1739130434783,"alr","CDS","Rv3423c"
21.4285714285714,35.7142857142857,14.2857142857143,28.5714285714286,"Rv3424c","CDS","Rv3424c"
NA,22.2222222222222,33.3333333333333,44.4444444444444,"PPE57","CDS","Rv3425"
6.25,12.5,31.25,50,"PPE58","CDS","Rv3426"
NA,50,NA,50,"Rv3427c","CDS","Rv3427c"
4,28,8,60,"Rv3428c","CDS","Rv3428c"
NA,22.2222222222222,33.3333333333333,44.4444444444444,"PPE59","CDS","Rv3429"
NA,33.3333333333333,16.6666666666667,50,"Rv3430c","CDS","Rv3430c"
37.5,25,NA,37.5,"Rv3431c","CDS","Rv3431c"
NA,46.4285714285714,NA,53.5714285714286,"gadB","CDS","Rv3432c"
NA,43.3333333333333,NA,56.6666666666667,"Rv3433c","CDS","Rv3433c"
NA,12.5,NA,87.5,"Rv3434c","CDS","Rv3434c"
22.7272727272727,22.7272727272727,4.54545454545455,50,"Rv3435c","CDS","Rv3435c"
NA,44,4,52,"glmS","CDS","Rv3436c"
NA,26.6666666666667,33.3333333333333,40,"Rv3437","CDS","Rv3437"
12.5,29.1666666666667,25,33.3333333333333,"Rv3438","CDS","Rv3438"
11.3207547169811,16.9811320754717,5.66037735849057,66.0377358490566,"Rv3439c","CDS","Rv3439c"
NA,100,NA,NA,"Rv3440c","CDS","Rv3440c"
NA,35.2941176470588,NA,64.7058823529412,"mrsA","CDS","Rv3441c"
NA,42.8571428571429,21.4285714285714,35.7142857142857,"rpsI","CDS","Rv3442c"
NA,54.5454545454545,NA,45.4545454545455,"rplM","CDS","Rv3443c"
NA,50,NA,50,"esxT","CDS","Rv3444c"
NA,NA,NA,100,"esxU","CDS","Rv3445c"
11.1111111111111,29.6296296296296,11.1111111111111,48.1481481481481,"Rv3446c","CDS","Rv3446c"
3.26086956521739,22.8260869565217,7.60869565217391,66.304347826087,"eccC4","CDS","Rv3447c"
7.69230769230769,46.1538461538462,15.3846153846154,30.7692307692308,"eccD4","CDS","Rv3448"
2.7027027027027,27.027027027027,5.40540540540541,64.8648648648649,"mycP4","CDS","Rv3449"
NA,22.2222222222222,11.1111111111111,66.6666666666667,"eccB4","CDS","Rv3450c"
8.69565217391304,34.7826086956522,4.34782608695652,52.1739130434783,"cut3","CDS","Rv3451"
10.5263157894737,26.3157894736842,21.0526315789474,42.1052631578947,"cut4","CDS","Rv3452"
NA,14.2857142857143,14.2857142857143,71.4285714285714,"Rv3453","CDS","Rv3453"
7.69230769230769,34.6153846153846,11.5384615384615,46.1538461538462,"Rv3454","CDS","Rv3454"
NA,28.5714285714286,14.2857142857143,57.1428571428571,"truA","CDS","Rv3455c"
28.5714285714286,35.7142857142857,NA,35.7142857142857,"rplQ","CDS","Rv3456c"
NA,25,5,70,"rpoA","CDS","Rv3457c"
NA,54.5454545454545,9.09090909090909,36.3636363636364,"rpsD","CDS","Rv3458c"
NA,27.2727272727273,18.1818181818182,54.5454545454545,"rpsK","CDS","Rv3459c"
NA,33.3333333333333,NA,66.6666666666667,"rpsM","CDS","Rv3460c"
NA,NA,NA,100,"rpmJ","CDS","Rv3461c"
NA,100,NA,NA,"infA","CDS","Rv3462c"
10.5263157894737,42.1052631578947,10.5263157894737,36.8421052631579,"Rv3463","CDS","Rv3463"
7.69230769230769,15.3846153846154,23.0769230769231,53.8461538461538,"rmlB","CDS","Rv3464"
NA,36.3636363636364,NA,63.6363636363636,"rmlC","CDS","Rv3465"
28.5714285714286,14.2857142857143,33.3333333333333,23.8095238095238,"Rv3466","CDS","Rv3466"
NA,77.2727272727273,9.09090909090909,13.6363636363636,"Rv3467","CDS","Rv3467"
10,30,NA,60,"Rv3468c","CDS","Rv3468c"
NA,30,NA,70,"mhpE","CDS","Rv3469c"
11.1111111111111,22.2222222222222,11.1111111111111,55.5555555555556,"ilvB2","CDS","Rv3470c"
NA,23.0769230769231,7.69230769230769,69.2307692307692,"Rv3471c","CDS","Rv3471c"
NA,66.6666666666667,NA,33.3333333333333,"Rv3472","CDS","Rv3472"
23.0769230769231,7.69230769230769,NA,69.2307692307692,"bpoA","CDS","Rv3473c"
NA,25,25,50,"Rv3474","CDS","Rv3474"
6.25,31.25,25,37.5,"Rv3475","CDS","Rv3475"
13.3333333333333,26.6666666666667,20,40,"kgtP","CDS","Rv3476c"
NA,25,NA,75,"PE31","CDS","Rv3477"
3.84615384615385,19.2307692307692,15.3846153846154,61.5384615384615,"PPE60","CDS","Rv3478"
4.05405405405405,16.2162162162162,25.6756756756757,54.0540540540541,"Rv3479","CDS","Rv3479"
6.25,28.125,6.25,59.375,"Rv3480c","CDS","Rv3480c"
NA,16.6666666666667,8.33333333333333,75,"Rv3481c","CDS","Rv3481c"
3.44827586206897,27.5862068965517,13.7931034482759,55.1724137931034,"Rv3482c","CDS","Rv3482c"
3.84615384615385,19.2307692307692,7.69230769230769,69.2307692307692,"Rv3483c","CDS","Rv3483c"
6.89655172413793,48.2758620689655,10.3448275862069,34.4827586206897,"cpsA","CDS","Rv3484"
13.3333333333333,13.3333333333333,20,53.3333333333333,"Rv3485c","CDS","Rv3485c"
12.5,37.5,12.5,37.5,"Rv3486","CDS","Rv3486"
20,30,NA,50,"lipF","CDS","Rv3487c"
NA,33.3333333333333,NA,66.6666666666667,"Rv3488","CDS","Rv3488"
NA,NA,NA,100,"Rv3489","CDS","Rv3489"
3.7037037037037,29.6296296296296,3.7037037037037,62.962962962963,"otsA","CDS","Rv3490"
NA,18.75,12.5,68.75,"Rv3491","CDS","Rv3491"
NA,NA,14.2857142857143,85.7142857142857,"Rv3492c","CDS","Rv3492c"
NA,26.6666666666667,6.66666666666667,66.6666666666667,"Rv3493c","CDS","Rv3493c"
7.31707317073171,23.1707317073171,9.75609756097561,59.7560975609756,"mce4F","CDS","Rv3494c"
4.76190476190476,33.3333333333333,19.047619047619,42.8571428571429,"lprN","CDS","Rv3495c"
5.71428571428571,20,2.85714285714286,71.4285714285714,"mce4D","CDS","Rv3496c"
5.26315789473684,26.3157894736842,10.5263157894737,57.8947368421053,"mce4C","CDS","Rv3497c"
NA,22.2222222222222,5.55555555555556,72.2222222222222,"mce4B","CDS","Rv3498c"
NA,19.2307692307692,11.5384615384615,69.2307692307692,"mce4A","CDS","Rv3499c"
NA,40,NA,60,"yrbE4B","CDS","Rv3500c"
NA,22.2222222222222,11.1111111111111,66.6666666666667,"yrbE4A","CDS","Rv3501c"
NA,16.6666666666667,NA,83.3333333333333,"Rv3502c","CDS","Rv3502c"
NA,NA,NA,100,"fdxD","CDS","Rv3503c"
NA,15,10,75,"fadE26","CDS","Rv3504"
7.69230769230769,23.0769230769231,15.3846153846154,53.8461538461538,"fadE27","CDS","Rv3505"
2.77777777777778,22.2222222222222,5.55555555555556,69.4444444444444,"fadD17","CDS","Rv3506"
5,52.5,12.5,30,"PE_PGRS53","CDS","Rv3507"
3.7037037037037,85.1851851851852,NA,11.1111111111111,"PE_PGRS54","CDS","Rv3508"
8.33333333333333,27.7777777777778,5.55555555555556,58.3333333333333,"ilvX","CDS","Rv3509c"
5,25,5,65,"Rv3510c","CDS","Rv3510c"
NA,57.1428571428571,7.14285714285714,35.7142857142857,"PE_PGRS55","CDS","Rv3511"
7.14285714285714,64.2857142857143,14.2857142857143,14.2857142857143,"PE_PGRS56","CDS","Rv3512"
6.25,43.75,6.25,43.75,"fadD18","CDS","Rv3513c"
3.2258064516129,90.3225806451613,NA,6.45161290322581,"PE_PGRS57","CDS","Rv3514"
3.57142857142857,35.7142857142857,7.14285714285714,53.5714285714286,"fadD19","CDS","Rv3515c"
NA,53.3333333333333,NA,46.6666666666667,"echA19","CDS","Rv3516"
7.69230769230769,15.3846153846154,38.4615384615385,38.4615384615385,"Rv3517","CDS","Rv3517"
NA,30.4347826086957,8.69565217391304,60.8695652173913,"cyp142","CDS","Rv3518c"
NA,43.75,6.25,50,"Rv3519","CDS","Rv3519"
NA,26.3157894736842,21.0526315789474,52.6315789473684,"Rv3520c","CDS","Rv3520c"
3.7037037037037,29.6296296296296,NA,66.6666666666667,"Rv3521","CDS","Rv3521"
NA,9.52380952380952,NA,90.4761904761905,"ltp4","CDS","Rv3522"
8.69565217391304,17.3913043478261,4.34782608695652,69.5652173913043,"ltp3","CDS","Rv3523"
6.89655172413793,24.1379310344828,24.1379310344828,44.8275862068966,"Rv3524","CDS","Rv3524"
NA,35.7142857142857,NA,64.2857142857143,"Rv3525c","CDS","Rv3525c"
NA,44.4444444444444,16.6666666666667,38.8888888888889,"kshA","CDS","Rv3526"
11.1111111111111,33.3333333333333,11.1111111111111,44.4444444444444,"Rv3527","CDS","Rv3527"
11.1111111111111,11.1111111111111,22.2222222222222,55.5555555555556,"Rv3528c","CDS","Rv3528c"
5.88235294117647,23.5294117647059,5.88235294117647,64.7058823529412,"Rv3529c","CDS","Rv3529c"
NA,28.5714285714286,42.8571428571429,28.5714285714286,"Rv3530c","CDS","Rv3530c"
4.34782608695652,30.4347826086957,NA,65.2173913043478,"Rv3531c","CDS","Rv3531c"
5.88235294117647,29.4117647058824,23.5294117647059,41.1764705882353,"PPE61","CDS","Rv3532"
8.33333333333333,8.33333333333333,8.33333333333333,75,"PPE62","CDS","Rv3533c"
12.5,12.5,NA,75,"hsaF","CDS","Rv3534c"
4.34782608695652,30.4347826086957,NA,65.2173913043478,"hsaG","CDS","Rv3535c"
NA,25,8.33333333333333,66.6666666666667,"hsaE","CDS","Rv3536c"
NA,32.5,10,57.5,"kstD","CDS","Rv3537"
3.7037037037037,29.6296296296296,3.7037037037037,62.962962962963,"Rv3538","CDS","Rv3538"
2.94117647058824,29.4117647058824,20.5882352941176,47.0588235294118,"PPE63","CDS","Rv3539"
6.66666666666667,26.6666666666667,6.66666666666667,60,"ltp2","CDS","Rv3540c"
25,NA,NA,75,"Rv3541c","CDS","Rv3541c"
10.3448275862069,37.9310344827586,6.89655172413793,44.8275862068966,"Rv3542c","CDS","Rv3542c"
NA,33.3333333333333,4.76190476190476,61.9047619047619,"fadE29","CDS","Rv3543c"
6.66666666666667,26.6666666666667,NA,66.6666666666667,"fadE28","CDS","Rv3544c"
3.84615384615385,34.6153846153846,7.69230769230769,53.8461538461538,"cyp125","CDS","Rv3545c"
NA,35.7142857142857,NA,64.2857142857143,"fadA5","CDS","Rv3546"
NA,15.3846153846154,15.3846153846154,69.2307692307692,"ddn","CDS","Rv3547"
NA,16.6666666666667,NA,83.3333333333333,"Rv3548c","CDS","Rv3548c"
8.33333333333333,33.3333333333333,8.33333333333333,50,"Rv3549c","CDS","Rv3549c"
NA,33.3333333333333,NA,66.6666666666667,"echA20","CDS","Rv3550"
11.1111111111111,22.2222222222222,5.55555555555556,61.1111111111111,"Rv3551","CDS","Rv3551"
NA,33.3333333333333,6.66666666666667,60,"Rv3552","CDS","Rv3552"
NA,16.6666666666667,8.33333333333333,75,"Rv3553","CDS","Rv3553"
4.54545454545455,22.7272727272727,4.54545454545455,68.1818181818182,"fdxB","CDS","Rv3554"
5,10,30,55,"Rv3555c","CDS","Rv3555c"
NA,47.0588235294118,NA,52.9411764705882,"fadA6","CDS","Rv3556c"
NA,60,NA,40,"Rv3557c","CDS","Rv3557c"
11.7647058823529,23.5294117647059,NA,64.7058823529412,"PPE64","CDS","Rv3558"
NA,33.3333333333333,NA,66.6666666666667,"Rv3559c","CDS","Rv3559c"
NA,35.2941176470588,5.88235294117647,58.8235294117647,"fadE30","CDS","Rv3560c"
3.84615384615385,38.4615384615385,3.84615384615385,53.8461538461538,"fadD3","CDS","Rv3561"
NA,16.6666666666667,16.6666666666667,66.6666666666667,"fadE31","CDS","Rv3562"
NA,33.3333333333333,NA,66.6666666666667,"fadE32","CDS","Rv3563"
11.1111111111111,44.4444444444444,5.55555555555556,38.8888888888889,"fadE33","CDS","Rv3564"
NA,25.9259259259259,7.40740740740741,66.6666666666667,"aspB","CDS","Rv3565"
25,NA,25,50,"Rv3566A","CDS","Rv3566A"
5.55555555555556,11.1111111111111,16.6666666666667,66.6666666666667,"nat","CDS","Rv3566c"
7.69230769230769,15.3846153846154,7.69230769230769,69.2307692307692,"hsaB","CDS","Rv3567c"
6.25,18.75,18.75,56.25,"hsaC","CDS","Rv3568c"
NA,35.7142857142857,NA,64.2857142857143,"hsaD","CDS","Rv3569c"
10,25,5,60,"hsaA","CDS","Rv3570c"
4.34782608695652,43.4782608695652,4.34782608695652,47.8260869565217,"kshB","CDS","Rv3571"
NA,NA,NA,NA,"kshB","promoter","Rv3571"
NA,NA,NA,NA,"kshB","promoter","Rv3571"
NA,42.8571428571429,NA,57.1428571428571,"Rv3572","CDS","Rv3572"
NA,12.9032258064516,3.2258064516129,83.8709677419355,"fadE34","CDS","Rv3573c"
NA,25,25,50,"kstR","CDS","Rv3574"
NA,22.7272727272727,4.54545454545455,72.7272727272727,"Rv3575c","CDS","Rv3575c"
NA,14.2857142857143,28.5714285714286,57.1428571428571,"lppH","CDS","Rv3576"
9.09090909090909,18.1818181818182,27.2727272727273,45.4545454545455,"Rv3577","CDS","Rv3577"
9.52380952380952,23.8095238095238,14.2857142857143,52.3809523809524,"arsB2","CDS","Rv3578"
14.2857142857143,19.047619047619,19.047619047619,47.6190476190476,"Rv3579c","CDS","Rv3579c"
4.34782608695652,4.34782608695652,8.69565217391304,82.6086956521739,"cysS1","CDS","Rv3580c"
NA,37.5,NA,62.5,"ispF","CDS","Rv3581c"
NA,25,25,50,"ispD","CDS","Rv3582c"
NA,25,25,50,"Rv3583c","CDS","Rv3583c"
NA,27.2727272727273,18.1818181818182,54.5454545454545,"lpqE","CDS","Rv3584"
NA,32,8,60,"radA","CDS","Rv3585"
NA,16.6666666666667,8.33333333333333,75,"Rv3586","CDS","Rv3586"
4.65116279069767,25.5813953488372,4.65116279069767,65.1162790697674,"Rv3587c","CDS","Rv3587c"
NA,50,12.5,37.5,"canB","CDS","Rv3588c"
7.40740740740741,29.6296296296296,3.7037037037037,59.2592592592593,"mutY","CDS","Rv3589"
3.7037037037037,51.8518518518518,7.40740740740741,37.037037037037,"PE_PGRS58","CDS","Rv3590c"
NA,23.8095238095238,19.047619047619,57.1428571428571,"Rv3591c","CDS","Rv3591c"
NA,57.1428571428571,14.2857142857143,28.5714285714286,"mhuD","CDS","Rv3592"
6.89655172413793,27.5862068965517,17.2413793103448,48.2758620689655,"lpqF","CDS","Rv3593"
4.54545454545455,27.2727272727273,9.09090909090909,59.0909090909091,"Rv3594","CDS","Rv3594"
10,45,10,35,"PE_PGRS59","CDS","Rv3595c"
NA,21.875,3.125,75,"clpC1","CDS","Rv3596c"
NA,NA,NA,100,"lsr2","CDS","Rv3597c"
11.1111111111111,25.9259259259259,11.1111111111111,51.8518518518518,"lysS","CDS","Rv3598c"
NA,50,NA,50,"Rv3599c","CDS","Rv3599c"
10,30,10,50,"Rv3600c","CDS","Rv3600c"
NA,33.3333333333333,NA,66.6666666666667,"panD","CDS","Rv3601c"
9.52380952380952,28.5714285714286,9.52380952380952,52.3809523809524,"panC","CDS","Rv3602c"
6.66666666666667,6.66666666666667,20,66.6666666666667,"Rv3603c","CDS","Rv3603c"
13.3333333333333,11.1111111111111,11.1111111111111,64.4444444444444,"Rv3604c","CDS","Rv3604c"
NA,12.5,NA,87.5,"Rv3605c","CDS","Rv3605c"
6.66666666666667,26.6666666666667,20,46.6666666666667,"folK","CDS","Rv3606c"
NA,33.3333333333333,NA,66.6666666666667,"folB","CDS","Rv3607c"
6.25,31.25,12.5,50,"folP1","CDS","Rv3608c"
25,25,12.5,37.5,"folE","CDS","Rv3609c"
